space_id,dataset_id,subject_id,freq,data_time,series_tag,open,high,low,close,volume,quote_volume
crypto,spot_kline_1h,LINK-USD,1h,2026-07-15T18:00:00Z,venue:okx,8.55,8.55,8.5,8.5,92.95869499999999,791.4668577699999
crypto,spot_kline_1h,LINK-USD,1h,2026-07-15T19:00:00Z,venue:okx,8.5,8.513,8.497,8.503,71.143466,605.112540658
crypto,spot_kline_1h,LINK-USD,1h,2026-07-15T20:00:00Z,venue:okx,8.503,8.518,8.496,8.518,76.417073,650.510503612
crypto,spot_kline_1h,LINK-USD,1h,2026-07-15T21:00:00Z,venue:okx,8.511,8.526,8.511,8.526,40.995662,349.34503371799997
crypto,spot_kline_1h,LINK-USD,1h,2026-07-15T22:00:00Z,venue:okx,8.526,8.566,8.526,8.56,61.560179,526.552986305
crypto,spot_kline_1h,LINK-USD,1h,2026-07-15T23:00:00Z,venue:okx,8.56,8.56,8.532,8.532,109.82499999999999,938.2274
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T00:00:00Z,venue:okx,45.38,45.49,45.18,45.21,62.86262,2850.84084844
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T01:00:00Z,venue:okx,45.21,45.22,44.95,44.95,23.642044,1065.83840714
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T02:00:00Z,venue:okx,44.95,45.0,44.84,44.84,7.855869,353.46763827
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T03:00:00Z,venue:okx,44.84,45.0,44.62,44.94,183.267245,8205.04880354
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T04:00:00Z,venue:okx,44.94,44.94,44.6,44.74,246.347924,11009.61163992
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T05:00:00Z,venue:okx,44.74,44.77,44.63,44.76,18.843306000000002,841.3569443
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T06:00:00Z,venue:okx,44.76,45.16,44.76,45.11,176.37893899999997,7960.05436882
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T07:00:00Z,venue:okx,44.99,45.14,44.93,45.14,66.208811,2979.32694509
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T08:00:00Z,venue:okx,45.14,45.32,45.14,45.3,28.156544,1273.3532168299998
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T09:00:00Z,venue:okx,45.3,46.07,45.3,45.78,1015.99518,46473.2459983
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T10:00:00Z,venue:okx,45.74,45.97,45.49,45.49,332.201867,15230.865320460001
crypto,spot_kline_1h,LTC-USD,1h,2026-07-15T11:00:00Z,venue:okx,45.49,45.55,45.33,45.39,100.08297,4546.48492384
